transaction_id,card_number,amount,merchant_id,merchant_type,is_fraud,timestamp
15085214-d954-4dd2-b8e6-aab1275a6f8c,3400008507984031,243.62,e6c14d1a,Electronics,0,2025-03-22 12:49:13
98b884f2-e395-44d5-98e5-9a9731f1cb9f,3000006687782376,1623.89,72c7bcbf,Grocery,0,2025-03-20 03:52:22
6ce0a065-e321-4c5b-9cb0-64ee5335a8d8,4111119325470990,1614.55,e6c14d1a,Grocery,0,2025-03-16 16:57:00
eff557b7-95b9-4348-8cad-3dc06147924a,3088009532712086,1104.33,96ac3a08,Travel,0,2025-03-15 03:23:13
c9fee8f6-e7bc-4d34-bad6-0288ba947525,3000003538171803,1004.35,73a870e4,Online Retail,0,2025-03-15 13:14:26
bc63c094-6cce-4873-becb-03cbbdd87eca,2014003166060121,1498.27,9e963ad0,Grocery,0,2025-03-22 22:00:11
035ffa2f-9d27-494d-89cc-c110989f6375,3000003329006515,1516.67,4acfde45,Travel,0,2025-03-14 11:44:27
21a57ddd-1f1b-422e-8b84-f9633e73a744,3400006887817681,577.65,4c4a5085,Restaurant,1,2025-02-23 15:07:03
b45dc58d-e879-400e-bc32-798db8cde91d,6011007453625598,166.85,90f265f9,Restaurant,0,2025-03-14 12:18:27
ef0b17ef-2064-45ad-9e34-7041f255c479,3400007778206410,1892.48,28e792d6,Travel,0,2025-03-12 23:31:48
b1645920-0529-48dc-bc80-847171f709f8,3400005522006071,620.8,2a458924,Grocery,0,2025-03-07 20:36:34
b1889e8a-f5d9-458b-9ca6-cdf03d4eb51e,3000007158703419,1870.68,a882b509,Travel,0,2025-02-26 09:22:40
883cc55c-3801-41dd-bbe2-7b1b16b957d8,6221264460111904,1406.8,547b57f7,Restaurant,1,2025-03-06 22:24:52
2b2b49ab-2c15-4cb7-8203-fe28f24d1fc9,6011003448023646,890.78,8ce168e2,Travel,0,2025-03-24 04:14:42
d515526c-78e2-4f09-b7b1-32c776c8f1ce,3600007479611303,460.59,4f3c032c,Electronics,0,2025-02-24 21:41:10
cf897696-fc7f-4cb2-acf6-186a5cbf0c45,6011003097263591,260.57,3ef9fedf,Travel,0,2025-03-16 22:37:59
7a79f403-3cdf-468a-aa66-0951336fcaea,2014004322360236,763.26,96ac3a08,Travel,0,2025-02-26 17:12:05
dfb8db13-83f1-4430-9d94-2bdcdac9d06a,2014004835722456,680.86,304948b3,Travel,0,2025-03-15 11:29:13
ed6d887a-7570-433e-bdcb-f00c921b83c7,4111115158913082,220.28,454bc6a5,Travel,0,2025-03-16 03:17:59
7d145c63-d9b6-4d01-bc46-6a132e38a9f1,6011003670243989,278.18,eec21a82,Restaurant,0,2025-03-15 23:21:06
189e26ae-594a-4fb7-9985-97807a326767,3088003244171647,808.57,3ef9fedf,Restaurant,0,2025-02-28 20:09:57
383eb29e-2226-43e2-84d1-ea2a04096fd4,3530114533645351,1152.96,8ce168e2,Online Retail,0,2025-03-18 15:46:36
99851b0e-fc38-4268-b7d7-fd9fc91d4d3f,3400006073724849,987.86,4acfde45,Travel,0,2025-03-24 04:22:21
3087699d-4fa5-4e79-8049-c91770505931,5500007962042693,1207.68,72c7bcbf,Online Retail,0,2025-03-17 11:52:07
e0d9cba7-0e67-423d-a26e-2f6ad50feb5d,6221262600229952,1675.18,2a458924,Grocery,0,2025-03-01 02:08:28
dceae43a-7aee-4b58-817b-83b26cd16a83,3400002943157498,1907.7,11077dd6,Travel,1,2025-02-25 15:29:50
bd12999b-36c7-4e66-b9d6-94d9f4690262,5500000826610140,295.53,2a458924,Electronics,0,2025-03-10 19:49:08
8aaa9148-5013-4509-8469-69cdf7999dd9,3000000538767077,469.58,90f265f9,Grocery,0,2025-03-11 05:27:55
fa475b77-a835-4016-8f8b-204446a59e7a,4111110115299123,1068.01,4c4a5085,Travel,0,2025-03-18 12:32:17
81ca2b35-2297-48c0-a55c-561caa2212d1,3088009685763215,1879.34,454bc6a5,Restaurant,0,2025-02-23 22:54:55
6a7a48b5-aadd-4a4a-b0dc-6d3392596dcb,3600007724547790,287.75,11077dd6,Electronics,0,2025-02-26 21:05:45
281233d4-c404-4e34-9f3d-ea10e3bc9aa8,6221268924588708,319.3,4acfde45,Grocery,0,2025-03-02 01:05:44
20bd68f2-f243-46c9-a2ef-116b2f84276c,4111115986902182,1353.05,772d5a27,Restaurant,0,2025-03-14 00:21:30
663ff154-5e2f-4264-89ed-9b6fcda46bfb,4111118693609594,685.48,da6f50bb,Online Retail,0,2025-03-03 05:23:14
478a2ef3-e374-4335-b946-ab7b5bed1e79,3088004597190894,1063.23,4acfde45,Restaurant,0,2025-03-03 13:30:49
d3725084-5bc7-499c-8f5e-d09df9260fca,3600006227752428,1073.52,964a4693,Online Retail,0,2025-03-01 04:13:27
402ed84f-f06c-4891-817b-6de72110e8cd,3530118241406164,294.08,9ef5c298,Grocery,0,2025-03-02 01:45:56
a908e2e9-2c73-424a-a909-2b70b8f94c34,3530110867191133,1467.16,28e792d6,Electronics,0,2025-03-05 14:41:54
69a3457f-1df0-41d8-81ee-0f358d11a005,5500001174014435,506.92,5b827ba0,Electronics,0,2025-03-19 09:00:59
a761db4a-4b9e-430a-8d95-8ed19ee7181f,6011006397341580,134.41,585397bf,Online Retail,0,2025-03-04 22:36:26
26b1fe96-18b1-477f-a9dc-fa56303dcf1a,3088006216649048,120.65,610656e8,Travel,0,2025-03-04 11:47:50
5c119b1f-4d68-47cd-99c5-7c7598ac3624,2014009990724524,775.11,08a24bec,Travel,0,2025-03-14 12:57:52
6f98395f-b060-42c6-bb90-b17c479b79fd,3400000881837219,1331.82,188934d1,Travel,0,2025-03-10 23:19:11
fcba7397-5e31-4b72-849f-085d2ca36874,3088009302845551,686.83,7ff4355c,Travel,0,2025-03-09 15:04:20
b1af88bc-c6f2-4fb2-abaf-399a599c6431,3000002291084069,282.91,610656e8,Restaurant,0,2025-02-28 01:49:51
0b557752-fac5-4c01-b139-457a4774a60b,3400000859264472,1337.29,28e792d6,Travel,0,2025-03-04 10:56:02
99c9797b-9ad1-44f3-adcc-2d00ee781919,5500000194902606,614.55,58f14329,Travel,0,2025-02-24 09:01:46
41f7d488-bd6c-4f9b-bfee-5e16996a9d57,6011005501173310,974.56,96ac3a08,Electronics,0,2025-03-01 11:45:37
3d414477-ec63-4373-b324-69b0fd919afb,6011009184917466,1832.98,7ff4355c,Restaurant,0,2025-03-13 17:08:30
d489905e-b04e-413b-b633-447a6a74b8b5,3530110230107934,1525.2,9e963ad0,Travel,0,2025-02-25 17:07:17
797508f2-810f-488a-bb62-1e92b8a307a3,6221269637149688,711.79,8bcc0c4a,Online Retail,0,2025-03-18 12:18:25
ae8bfaa7-08e3-4e57-a85f-76be06bb71af,6011008702561939,1200.53,188934d1,Restaurant,0,2025-03-16 20:36:17
54c47b9c-eee5-468e-abe8-4babcc6ffe61,2014000451145591,255.85,7ff4355c,Grocery,0,2025-03-04 05:32:17
d5e5a1f5-2648-4f63-83c5-fb1652012ea7,2014004273246726,1127.0,188934d1,Restaurant,0,2025-02-26 11:21:52
2ddb6862-b761-4d18-8f88-9d1da7e5da20,3530115200168490,177.39,3ef9fedf,Grocery,0,2025-03-13 16:05:00
09495330-3d5a-4d4f-958e-d5577c77a38c,4111115157892223,708.55,8b020512,Online Retail,0,2025-03-04 08:42:34
b5c95b90-109a-4d5e-8758-2aabb9fa3da8,3088009722857682,843.59,5d1ee3b5,Travel,0,2025-03-17 06:19:22
f0ec2d62-1726-4d59-b652-f872fdbbb733,4111114234101190,1137.27,3238df46,Travel,0,2025-03-04 11:15:57
f4b680a9-6bcb-4c5c-8319-50cd233e63af,3530114612355006,164.15,610656e8,Travel,0,2025-03-13 04:03:22
7b659009-3a3b-4ef9-b64d-871e3e350f14,6221264858461789,640.45,2e44a74e,Restaurant,0,2025-02-24 03:39:35
15ca8fa4-d325-4d4d-a37a-eb310e142ddd,4111111419875853,760.54,a882b509,Grocery,0,2025-03-11 15:18:10
f0028345-dc4b-44f4-aa55-8aec3549cbe9,3400006249930856,288.68,4141a0d7,Restaurant,0,2025-03-18 15:07:10
95300b0f-d7e8-413d-aa0f-0f6a3e771668,3600007299307916,1957.06,4c4a5085,Grocery,0,2025-03-17 06:19:09
23879b9c-c4e1-46d4-bd5e-0934dbe227b8,3600004698656997,491.66,9e963ad0,Electronics,0,2025-03-07 07:20:09
e75044ee-5817-44df-bea2-db5fb32ddb22,3600002354494562,1054.27,5b827ba0,Grocery,0,2025-03-21 05:55:43
cb696bde-b05f-457a-a17f-137d7670b087,5500008307848604,1394.19,31916538,Electronics,0,2025-03-01 01:25:03
59ce1e46-4a28-489a-8719-bc7a6cc2de4a,3000004885866053,1694.7,24806a24,Travel,0,2025-03-09 12:01:01
3c15533b-ddc2-4b1c-81d1-0be37b471dd0,5500009164133870,601.81,11077dd6,Electronics,0,2025-03-03 12:17:31
4dd5dd59-9630-4a60-85e2-dce31293001d,6221266938007528,1735.75,8ce168e2,Electronics,0,2025-03-22 04:40:59
15dcd348-46a5-406c-b2e4-fab14ca933ee,3400006821577669,621.23,e6c14d1a,Grocery,0,2025-02-24 18:41:58
39c90e63-916f-4b8b-b84c-57288b1241c6,2014004151311906,301.45,9e963ad0,Restaurant,0,2025-02-25 09:30:33
6e4958a9-a768-4e70-bb95-98a3ab294ef0,3088003521052543,1347.55,5d1ee3b5,Grocery,0,2025-02-25 08:10:44
0fd0a6d9-983d-44bd-ad82-c22166e64855,5500007201131314,1154.1,96ac3a08,Grocery,0,2025-03-13 12:30:29
e6efd36b-444e-47c0-a24d-8985b4bf3567,3600000624378700,1948.23,11077dd6,Travel,0,2025-03-18 09:49:22
23dbbed1-11b1-472e-8372-f9c01aea7b67,3088000609523317,1444.86,9ef5c298,Travel,0,2025-03-02 18:17:21
f5e41f19-20f8-47c0-98fc-eba2098416e6,2014007153288493,329.93,7ff4355c,Grocery,0,2025-03-12 08:43:55
ff4cd8ab-daf8-4df0-8d1f-7eda002f4487,3088005607391275,1159.62,90f265f9,Travel,0,2025-03-07 15:14:58
40e977cd-b3d2-4eb3-9bb8-7a2548b2a23b,3530112050833377,997.61,188934d1,Grocery,0,2025-03-12 23:18:27
0ae0833e-e262-4e6a-96b1-a600df7181d7,3400001624200266,1776.09,8b020512,Electronics,1,2025-02-26 22:36:44
8547e5fd-1a76-43c3-a92e-032e7a30c2e1,6011009979004124,581.6,2e44a74e,Online Retail,0,2025-03-22 10:11:03
86070ef9-ee91-4d03-ba82-0fd3bd7795da,6011007549925835,1207.29,a882b509,Grocery,0,2025-03-12 20:19:52
e0201bc1-b356-44eb-acd3-53ae8aeff95b,5500002306926647,746.29,96ac3a08,Online Retail,0,2025-03-03 03:57:29
099b2f7c-ed53-4a18-87cf-842bc22cd6a9,2014002128784013,164.78,8b020512,Travel,0,2025-03-21 04:59:05
f571c6a0-21ab-4dee-bcd4-f6edb17cfd76,6011007494534730,349.29,5d1ee3b5,Travel,0,2025-03-03 23:39:38
19c4d547-5797-4c70-85fb-c8604e2d4d25,5500009994821604,109.69,8b020512,Travel,0,2025-02-26 20:14:02
9754508e-0fde-4bb7-a953-4c2839e6ee30,4111110247948123,675.45,28e792d6,Travel,0,2025-02-23 14:11:53
91c99340-358f-47e0-af7f-76cebfa3c75d,3600002459129780,1167.83,a882b509,Electronics,0,2025-02-27 01:16:09
e508d5b6-60a7-4a08-bb11-4c0cf5205ad3,3600008901216512,186.76,610656e8,Restaurant,0,2025-02-28 01:30:07
1ea8f070-3082-48cc-9a19-1b842e3408ee,6011007838325036,1307.87,5d1ee3b5,Travel,0,2025-02-25 04:32:04
8c7356ef-afed-48a0-9660-994fd40c60f3,3088005544570386,634.67,08a24bec,Travel,0,2025-03-06 22:23:55
9f617e02-7752-494b-bcfe-621b48f5a602,4111113376308984,484.11,da28d19b,Online Retail,0,2025-02-23 12:31:08
f3bc8dc8-0f9e-4131-a3d8-bd8c5a2caa19,3088002636478491,67.01,8b020512,Online Retail,0,2025-03-17 06:27:44
4a275310-b319-4f16-b4eb-107fd992baf0,3000005823023416,399.8,5b827ba0,Travel,0,2025-03-14 05:40:54
31be6e3e-4c0a-4b95-b53a-49c59b00a5d2,3600009531384977,1745.1,2a7d556e,Online Retail,0,2025-02-24 06:46:09
2513f906-802f-4e2a-a29e-e8c8b255f140,3088006780861171,566.69,58f14329,Electronics,0,2025-03-24 16:55:21
3075cead-7d9a-41a5-947c-92cfe3e407dc,3000002886910191,729.69,610656e8,Online Retail,0,2025-02-28 06:33:10
b8c85de7-49c5-4fb8-aede-e7f8f3d863dc,3088002171243453,1675.06,8b4a67ca,Travel,0,2025-03-19 12:54:37
5a973176-fa1d-4dde-8746-5791dbcb7af0,4111112741853872,1345.34,a882b509,Online Retail,0,2025-03-20 07:20:28
cd29e034-a89b-42d7-a84a-57c1f39fd410,3400009999919968,657.04,3238df46,Restaurant,0,2025-03-17 03:06:41
fd924eb5-c35e-4722-8601-a3425802fb81,3088000540675828,1788.85,3ef9fedf,Electronics,0,2025-02-25 07:27:14
